m,corr,a,wtrig,sigmal,gammanull,alpha,cl,sigma,sigmaw,l_i,u_i,gamma,u_noi,l_noi
1,0.4,1.5,0,-1,0,0.25,0.1,1,1,1.8304466679829416,0.6184169443756822,0.2232122757801483,0.6131251095341027,1.8499785959720612
1,0.4,1.5,0,-1,0,0.5,0.1,1,1,2.23870154398276,0.7297180029601719,0.174718250667186,0.7274132224669951,2.2533866316078703
1,0.4,1.5,0,-1,0,0.75,0.1,1,1,3.057799959050309,0.860561596070426,0.11545395561488346,0.8600404529671886,3.065732926130295
1,0.4,1.5,0,-0.8,0,0.25,0.1,1,1,1.8360572598244587,0.587595234457907,0.25654947833609953,0.5800220534793532,1.8578291088342662
1,0.4,1.5,0,-0.8,0,0.5,0.1,1,1,2.2666993305486964,0.7094709037919514,0.21025603000544213,0.705876728679426,2.283377215266228
1,0.4,1.5,0,-0.8,0,0.75,0.1,1,1,3.0966085638252663,0.8523526460031242,0.15416631341284426,0.8513679385631364,3.1067289263010025
1,0.4,1.5,0,-0.6,0,0.25,0.1,1,1,1.8158371330583467,0.5449396945820681,0.29760093389051995,0.533661561815457,1.839847937225613
1,0.4,1.5,0,-0.6,0,0.5,0.1,1,1,2.2777627426141627,0.6790677874445983,0.25422232510046255,0.6732498716342571,2.296289011836052
1,0.4,1.5,0,-0.6,0,0.75,0.1,1,1,3.129702841932019,0.8385652309476661,0.2028179070827534,0.8366992485580179,3.1419068574905786
1,0.4,1.5,0,-0.3999999999999999,0,0.25,0.1,1,1,1.7427706053213359,0.4858237490105466,0.3481366575166683,0.46831655077805534,1.7681671851314609
1,0.4,1.5,0,-0.3999999999999999,0,0.5,0.1,1,1,2.250316176694232,0.6318568720907279,0.30932855517903435,0.6219451076610423,2.2698161005973816
1,0.4,1.5,0,-0.3999999999999999,0,0.75,0.1,1,1,3.1397589747279877,0.8143070063403717,0.2651750078449655,0.8106298810271958,3.1533400863409047
1,0.4,1.5,0,-0.19999999999999996,0,0.25,0.1,1,1,1.5590276981307896,0.40921772075662444,0.4070253386443636,0.3815711756262175,1.5814406346762557
1,0.4,1.5,0,-0.19999999999999996,0,0.5,0.1,1,1,2.138176660775191,0.5572145487897124,0.3778149982272967,0.539352166322801,2.1550627052783917
1,0.4,1.5,0,-0.19999999999999996,0,0.75,0.1,1,1,3.086844806100806,0.7689528869314853,0.34683086012510556,0.7610992036373343,3.0991098433732986
1,0.4,1.5,0,0,0,0.25,0.1,1,1,1.1359969218163943,0.3427898852512467,0.45284071349272353,0.3045198980334136,1.1359969149866933
1,0.4,1.5,0,0,0,0.5,0.1,1,1,1.8420157751197848,0.44655781273232903,0.45284072159716726,0.4143303333353628,1.8420157432550046
1,0.4,1.5,0,0,0,0.75,0.1,1,1,2.8788895856771655,0.6791364861126516,0.4528407175060173,0.6604522901461424,2.8788896202986503
1,0.4,1.5,0,0.20000000000000018,0,0.25,0.1,1,1,0.3707135720761616,0.40428722150527935,0.3578657872239019,0.383491192801724,0.31473886233166865
1,0.4,1.5,0,0.20000000000000018,0,0.5,0.1,1,1,1.1925445740784972,0.344673546129367,0.4727911913599098,0.3035704204447047,1.1317650303283304
1,0.4,1.5,0,0.20000000000000018,0,0.75,0.1,1,1,2.3157144138955226,0.510138651830605,0.5592075704577945,0.4666967093385463,2.260174137540161
1,0.4,1.5,0,0.40000000000000013,0,0.25,0.1,1,1,0.24288286933127778,0.5241700449568891,0.2336096325400556,0.5171399480260793,0.22289088374175609
1,0.4,1.5,0,0.40000000000000013,0,0.5,0.1,1,1,0.5512563822636888,0.38392656210277076,0.34172605761040914,0.36461509334032804,0.49237477313718653
1,0.4,1.5,0,0.40000000000000013,0,0.75,0.1,1,1,1.2339877587990653,0.34638082159404543,0.5024103062227762,0.3021908195131335,1.0915670040988057
1,0.4,1.5,0,0.6000000000000001,0,0.25,0.1,1,1,0.28039189792253455,0.584527262713408,0.18430093632959443,0.5806958975649446,0.26686359941959387
1,0.4,1.5,0,0.6000000000000001,0,0.5,0.1,1,1,0.4561674151023553,0.4599938297510907,0.26111525951088416,0.4500707804462182,0.4273303858935833
1,0.4,1.5,0,0.6000000000000001,0,0.75,0.1,1,1,0.6740077312235374,0.37008672949637156,0.3423259041087197,0.35055326403984327,0.6127564474008981
1,0.4,1.5,0,0.8,0,0.25,0.1,1,1,0.3236251710287657,0.61897003603674,0.15450811205355122,0.6164981297069179,0.3128086552023884
1,0.4,1.5,0,0.8,0,0.5,0.1,1,1,0.4638324260391853,0.5114060320738115,0.22056844269304238,0.5049775682190165,0.4442002233117819
1,0.4,1.5,0,0.8,0,0.75,0.1,1,1,0.5911874207089145,0.42531288290729014,0.276846410277418,0.4135277607414563,0.5582386422902349
1,0.4,1.5,0,1,0,0.25,0.1,1,1,0.3630574438805457,0.64119923465692,0.13346681386563938,0.6394618304792903,0.35389842092990875
1,0.4,1.5,0,1,0,0.5,0.1,1,1,0.4865052630590872,0.5465897367008307,0.1941546634522328,0.5419599380364238,0.4711943715810776
1,0.4,1.5,0,1,0,0.75,0.1,1,1,0.5841523517607015,0.46827016613224726,0.24156427931009186,0.4599244771059716,0.5612164363265041
1,0.4,1.5,-0.25,-1,0,0.25,0.1,1,1,1.8255517220102966,0.6199622206329669,0.25631938761172435,0.6131251095341027,1.8499785959720612
1,0.4,1.5,-0.25,-1,0,0.5,0.1,1,1,2.234998580884098,0.7304544852829671,0.20306887651962147,0.7274132224669951,2.2533866316078703
1,0.4,1.5,-0.25,-1,0,0.75,0.1,1,1,3.055669604211701,0.8607712165493236,0.13863133182196916,0.8600404529671886,3.065732926130295
1,0.4,1.5,-0.25,-0.8,0,0.25,0.1,1,1,1.8306677979947545,0.5897097019459471,0.29269955436694045,0.5800220534793532,1.8578291088342662
1,0.4,1.5,-0.25,-0.8,0,0.5,0.1,1,1,2.2625394986768623,0.7105350373127572,0.24180676610367155,0.705876728679426,2.283377215266228
1,0.4,1.5,-0.25,-0.8,0,0.75,0.1,1,1,3.094048497121841,0.8526852318307901,0.1804939790912202,0.8513679385631364,3.1067289263010025
1,0.4,1.5,-0.25,-0.6,0,0.25,0.1,1,1,1.8100705283503296,0.5479530429560028,0.33732518123151084,0.533661561815457,1.839847937225613
1,0.4,1.5,-0.25,-0.6,0,0.5,0.1,1,1,2.27320853920503,0.6806858640354213,0.2897820035909071,0.6732498716342571,2.296289011836052
1,0.4,1.5,-0.25,-0.6,0,0.75,0.1,1,1,3.1266802745280167,0.839122181175297,0.23344185361627617,0.8366992485580179,3.1419068574905786
1,0.4,1.5,-0.25,-0.3999999999999999,0,0.25,0.1,1,1,1.7370788280727976,0.49027223999648933,0.3917123505044268,0.46831655077805534,1.7681671851314609
1,0.4,1.5,-0.25,-0.3999999999999999,0,0.5,0.1,1,1,2.2457309286188867,0.6344599162782174,0.34964118186273013,0.6219451076610423,2.2698161005973816
1,0.4,1.5,-0.25,-0.3999999999999999,0,0.75,0.1,1,1,3.1364666787981004,0.8153128899196552,0.30147864924147366,0.8106298810271958,3.1533400863409047
1,0.4,1.5,-0.25,-0.19999999999999996,0,0.25,0.1,1,1,1.5546228685013352,0.4157987851749338,0.4539265617455063,0.3815711756262175,1.5814406346762557
1,0.4,1.5,-0.25,-0.19999999999999996,0,0.5,0.1,1,1,2.134641003146914,0.5615955604488918,0.4229607705399077,0.539352166322801,2.1550627052783917
1,0.4,1.5,-0.25,-0.19999999999999996,0,0.75,0.1,1,1,3.084131801223082,0.770937075795316,0.3898213690350174,0.7610992036373343,3.0991098433732986
1,0.4,1.5,-0.25,0,0,0.25,0.1,1,1,1.1359969110607668,0.3513678606014927,0.5012734420439912,0.3045198980334136,1.1359969149866933
1,0.4,1.5,-0.25,0,0,0.5,0.1,1,1,1.8420157480338257,0.4537813982092252,0.5012734410536984,0.4143303333353628,1.8420157432550046
1,0.4,1.5,-0.25,0,0,0.75,0.1,1,1,2.878889626237159,0.6833244303501977,0.5012734445907271,0.6604522901461424,2.8788896202986503
1,0.4,1.5,-0.25,0.20000000000000018,0,0.25,0.1,1,1,0.3830392190376428,0.4097114772537923,0.4044796340635948,0.383491192801724,0.31473886233166865
1,0.4,1.5,-0.25,0.20000000000000018,0,0.5,0.1,1,1,1.2019704039612877,0.3537673721300399,0.5226593710046218,0.3035704204447047,1.1317650303283304
1,0.4,1.5,-0.25,0.20000000000000018,0,0.75,0.1,1,1,2.3217522946438645,0.5184665358935339,0.6086000094927939,0.4666967093385463,2.260174137540161
1,0.4,1.5,-0.25,0.40000000000000013,0,0.25,0.1,1,1,0.24815193794374432,0.5262625772223567,0.2694870595735348,0.5171399480260793,0.22289088374175609
1,0.4,1.5,-0.25,0.40000000000000013,0,0.5,0.1,1,1,0.565164269719803,0.38913659051577976,0.3885285829260854,0.36461509334032804,0.49237477313718653
1,0.4,1.5,-0.25,0.40000000000000013,0,0.75,0.1,1,1,1.2545274551828585,0.3562408913495001,0.5559598837995182,0.3021908195131335,1.0915670040988057
1,0.4,1.5,-0.25,0.6000000000000001,0,0.25,0.1,1,1,0.2839454175052008,0.5857650358828349,0.2149842658733198,0.5806958975649446,0.26686359941959387
1,0.4,1.5,-0.25,0.6000000000000001,0,0.5,0.1,1,1,0.4636292475929506,0.4628689647805539,0.30015066856655387,0.4500707804462182,0.4273303858935833
1,0.4,1.5,-0.25,0.6000000000000001,0,0.75,0.1,1,1,0.6888313261653611,0.37544564920239576,0.39051170341771446,0.35055326403984327,0.6127564474008981
1,0.4,1.5,-0.25,0.8,0,0.25,0.1,1,1,0.32648974274092796,0.6198364247879424,0.18225538520940954,0.6164981297069179,0.3128086552023884
1,0.4,1.5,-0.25,0.8,0,0.5,0.1,1,1,0.46894147841127914,0.5133574268743453,0.25517880727123304,0.5049775682190165,0.4442002233117819
1,0.4,1.5,-0.25,0.8,0,0.75,0.1,1,1,0.5996712285279637,0.4287032669224929,0.31805229942984964,0.4135277607414563,0.5582386422902349
1,0.4,1.5,-0.25,1,0,0.25,0.1,1,1,0.36553217776448044,0.6418599663039746,0.15927091373356636,0.6394618304792903,0.35389842092990875
1,0.4,1.5,-0.25,1,0,0.5,0.1,1,1,0.49049123868129085,0.5480582406779005,0.22595594527875115,0.5419599380364238,0.4711943715810776
1,0.4,1.5,-0.25,1,0,0.75,0.1,1,1,0.5901052809430436,0.47074900129147845,0.27873187784288406,0.4599244771059716,0.5612164363265041
1,0.4,1.5,-0.5,-1,0,0.25,0.1,1,1,1.8257130361431428,0.6202769587245549,0.27434865593411495,0.6131251095341027,1.8499785959720612
1,0.4,1.5,-0.5,-1,0,0.5,0.1,1,1,2.2351731559792825,0.7306940429453805,0.22128956820832765,0.7274132224669951,2.2533866316078703
1,0.4,1.5,-0.5,-1,0,0.75,0.1,1,1,3.055528893244255,0.8608965361506443,0.15792477061647647,0.8600404529671886,3.065732926130295
1,0.4,1.5,-0.5,-0.8,0,0.25,0.1,1,1,1.8306111538896135,0.5900439045248073,0.311073294739945,0.5800220534793532,1.8578291088342662
1,0.4,1.5,-0.5,-0.8,0,0.5,0.1,1,1,2.2627201026090895,0.7107791306466694,0.25982336657937194,0.705876728679426,2.283377215266228
1,0.4,1.5,-0.5,-0.8,0,0.75,0.1,1,1,3.0941205951659128,0.8528189088618255,0.19900569429002216,0.8513679385631364,3.1067289263010025
1,0.4,1.5,-0.5,-0.6,0,0.25,0.1,1,1,1.8095423641612374,0.5483547307820138,0.35668547321671695,0.533661561815457,1.839847937225613
1,0.4,1.5,-0.5,-0.6,0,0.5,0.1,1,1,2.273180249762539,0.6809457179956047,0.30811077532335646,0.6732498716342571,2.296289011836052
1,0.4,1.5,-0.5,-0.6,0,0.75,0.1,1,1,3.126823406642732,0.8392594238162069,0.25148192685165555,0.8366992485580179,3.1419068574905786
1,0.4,1.5,-0.5,-0.3999999999999999,0,0.25,0.1,1,1,1.735780417216243,0.4908883162728526,0.4131443459704374,0.46831655077805534,1.7681671851314609
1,0.4,1.5,-0.5,-0.3999999999999999,0,0.5,0.1,1,1,2.245187200666704,0.6348017070685429,0.36934099672597004,0.6219451076610423,2.2698161005973816
1,0.4,1.5,-0.5,-0.3999999999999999,0,0.75,0.1,1,1,3.13638730826121,0.8154642195462419,0.3199809887054374,0.8106298810271958,3.1533400863409047
1,0.4,1.5,-0.5,-0.19999999999999996,0,0.25,0.1,1,1,1.5526758461790788,0.416985480562283,0.4788502077084624,0.3815711756262175,1.5814406346762557
1,0.4,1.5,-0.5,-0.19999999999999996,0,0.5,0.1,1,1,2.1334882537879065,0.5622753136426786,0.4459059920033391,0.539352166322801,2.1550627052783917
1,0.4,1.5,-0.5,-0.19999999999999996,0,0.75,0.1,1,1,3.0835302630495103,0.7712100158494037,0.4110491918913565,0.7610992036373343,3.0991098433732986
1,0.4,1.5,-0.5,0,0,0.25,0.1,1,1,1.135996911735795,0.35336449331215297,0.5295434271065751,0.3045198980334136,1.1359969149866933
1,0.4,1.5,-0.5,0,0,0.5,0.1,1,1,1.8420157397637047,0.45546277947491137,0.5295434137930407,0.4143303333353628,1.8420157432550046
1,0.4,1.5,-0.5,0,0,0.75,0.1,1,1,2.8788896101625117,0.6842992275620907,0.5295433987824855,0.6604522901461424,2.8788896202986503
1,0.4,1.5,-0.5,0.20000000000000018,0,0.25,0.1,1,1,0.3863297689609104,0.4105000835588168,0.427194930856611,0.383491192801724,0.31473886233166865
1,0.4,1.5,-0.5,0.20000000000000018,0,0.5,0.1,1,1,1.2092923238127504,0.35615885086761057,0.5535060994486799,0.3035704204447047,1.1317650303283304
1,0.4,1.5,-0.5,0.20000000000000018,0,0.75,0.1,1,1,2.330718846780516,0.5218961287411629,0.6476539029861026,0.4666967093385463,2.260174137540161
1,0.4,1.5,-0.5,0.40000000000000013,0,0.25,0.1,1,1,0.2480460919596123,0.5266501997080177,0.2875584830204583,0.5171399480260793,0.22289088374175609
1,0.4,1.5,-0.5,0.40000000000000013,0,0.5,0.1,1,1,0.5682519644007404,0.38986008535558087,0.410661006189537,0.36461509334032804,0.49237477313718653
1,0.4,1.5,-0.5,0.40000000000000013,0,0.75,0.1,1,1,1.2752927863178147,0.35939909389705066,0.593686725787933,0.3021908195131335,1.0915670040988057
1,0.4,1.5,-0.5,0.6000000000000001,0,0.25,0.1,1,1,0.28376522391943604,0.5861276819532318,0.233027896443331,0.5806958975649446,0.26686359941959387
1,0.4,1.5,-0.5,0.6000000000000001,0,0.5,0.1,1,1,0.4637958913921826,0.46330856321463354,0.3187011593665469,0.4500707804462182,0.4273303858935833
1,0.4,1.5,-0.5,0.6000000000000001,0,0.75,0.1,1,1,0.6922372742426114,0.37619703785399167,0.41309305803662283,0.35055326403984327,0.6127564474008981
1,0.4,1.5,-0.5,0.8,0,0.25,0.1,1,1,0.32640226364636626,0.6201810076135098,0.20069962368611421,0.6164981297069179,0.3128086552023884
1,0.4,1.5,-0.5,0.8,0,0.5,0.1,1,1,0.46876664016745456,0.5137609801074766,0.2731436354945973,0.5049775682190165,0.4442002233117819
1,0.4,1.5,-0.5,0.8,0,0.75,0.1,1,1,0.600128792206045,0.4291835076924224,0.3370879542409466,0.4135277607414563,0.5582386422902349
1,0.4,1.5,-0.5,1,0,0.25,0.1,1,1,0.3655531121404688,0.6421866606651477,0.17814951895575537,0.6394618304792903,0.35389842092990875
1,0.4,1.5,-0.5,1,0,0.5,0.1,1,1,0.4902918262220609,0.5484479236504213,0.2439246694513165,0.5419599380364238,0.4711943715810776
1,0.4,1.5,-0.5,1,0,0.75,0.1,1,1,0.5900522496027586,0.47117995411994984,0.2969044796220933,0.4599244771059716,0.5612164363265041
1,0.4,1.5,-0.75,-1,0,0.25,0.1,1,1,1.8286283370098195,0.6194163255864991,0.27989236917525445,0.6131251095341027,1.8499785959720612
1,0.4,1.5,-0.75,-1,0,0.5,0.1,1,1,2.237546973321165,0.7303057872609752,0.22667374778259736,0.7274132224669951,2.2533866316078703
1,0.4,1.5,-0.75,-1,0,0.75,0.1,1,1,3.056896626053084,0.8608066501756616,0.16353221916434246,0.8600404529671886,3.065732926130295
1,0.4,1.5,-0.75,-0.8,0,0.25,0.1,1,1,1.833602500190819,0.5888591713701737,0.3171904370034748,0.5800220534793532,1.8578291088342662
1,0.4,1.5,-0.75,-0.8,0,0.5,0.1,1,1,2.265255471479262,0.7101916614323669,0.2654387196755164,0.705876728679426,2.283377215266228
1,0.4,1.5,-0.75,-0.8,0,0.75,0.1,1,1,3.0957877939361143,0.85265188476653,0.20451351646691648,0.8513679385631364,3.1067289263010025
1,0.4,1.5,-0.75,-0.6,0,0.25,0.1,1,1,1.8124247909900404,0.5466910838092132,0.36390469711851287,0.533661561815457,1.839847937225613
1,0.4,1.5,-0.75,-0.6,0,0.5,0.1,1,1,2.2757192949506053,0.6800394205973993,0.3143914661934392,0.6732498716342571,2.296289011836052
1,0.4,1.5,-0.75,-0.6,0,0.75,0.1,1,1,3.128687845030798,0.8389540906817685,0.25718072554666516,0.8366992485580179,3.1419068574905786
1,0.4,1.5,-0.75,-0.3999999999999999,0,0.25,0.1,1,1,1.738198684149868,0.4885310982900604,0.4223483031133149,0.46831655077805534,1.7681671851314609
1,0.4,1.5,-0.75,-0.3999999999999999,0,0.5,0.1,1,1,2.247400072489944,0.6333761891937324,0.37713717469745894,0.6219451076610423,2.2698161005973816
1,0.4,1.5,-0.75,-0.3999999999999999,0,0.75,0.1,1,1,3.138174533513844,0.8149018647017945,0.32662947416180294,0.8106298810271958,3.1533400863409047
1,0.4,1.5,-0.75,-0.19999999999999996,0,0.25,0.1,1,1,1.5540974586213128,0.4137367476343847,0.4911997296677379,0.3815711756262175,1.5814406346762557
1,0.4,1.5,-0.75,-0.19999999999999996,0,0.5,0.1,1,1,2.1348158681478915,0.5600299188427658,0.45669107971798956,0.539352166322801,2.1550627052783917
1,0.4,1.5,-0.75,-0.19999999999999996,0,0.75,0.1,1,1,3.0846857641089267,0.7701579551465073,0.4203993069864811,0.7610992036373343,3.0991098433732986
1,0.4,1.5,-0.75,0,0,0.25,0.1,1,1,1.1359969253443303,0.34941680591228946,0.544856220181031,0.3045198980334136,1.1359969149866933
1,0.4,1.5,-0.75,0,0,0.5,0.1,1,1,1.84201576881774,0.4521383985802796,0.5448562053182503,0.4143303333353628,1.8420157432550046
1,0.4,1.5,-0.75,0,0,0.75,0.1,1,1,2.87888962868866,0.682371885267103,0.5448562284641268,0.6604522901461424,2.8788896202986503
1,0.4,1.5,-0.75,0.20000000000000018,0,0.25,0.1,1,1,0.38131176228374625,0.40764556017135856,0.4359452389925714,0.383491192801724,0.31473886233166865
1,0.4,1.5,-0.75,0.20000000000000018,0,0.5,0.1,1,1,1.2076961581211096,0.3521153164855166,0.5701399392654602,0.3035704204447047,1.1317650303283304
1,0.4,1.5,-0.75,0.20000000000000018,0,0.75,0.1,1,1,2.331536999438401,0.5188369581510908,0.6712295975050036,0.4666967093385463,2.260174137540161
1,0.4,1.5,-0.75,0.40000000000000013,0,0.25,0.1,1,1,0.24495789769233212,0.5254770629840361,0.2921920076222349,0.5171399480260793,0.22289088374175609
1,0.4,1.5,-0.75,0.40000000000000013,0,0.5,0.1,1,1,0.5621817293750161,0.3870674828540418,0.4180276334386051,0.36461509334032804,0.49237477313718653
1,0.4,1.5,-0.75,0.40000000000000013,0,0.75,0.1,1,1,1.2740217728283234,0.35526758383315604,0.612916661941336,0.3021908195131335,1.0915670040988057
1,0.4,1.5,-0.75,0.6000000000000001,0,0.25,0.1,1,1,0.2815088900589393,0.5854624653168244,0.2375194800504255,0.5806958975649446,0.26686359941959387
1,0.4,1.5,-0.75,0.6000000000000001,0,0.5,0.1,1,1,0.459675369870337,0.4616930746985453,0.3235538035959716,0.4500707804462182,0.4273303858935833
1,0.4,1.5,-0.75,0.6000000000000001,0,0.75,0.1,1,1,0.6857544233069758,0.373320719088723,0.41990723931573487,0.35055326403984327,0.6127564474008981
1,0.4,1.5,-0.75,0.8,0,0.25,0.1,1,1,0.3245359391636654,0.6197437156746518,0.20531474169805564,0.6164981297069179,0.3128086552023884
1,0.4,1.5,-0.75,0.8,0,0.5,0.1,1,1,0.4657000900885024,0.5126728427432067,0.277608883252143,0.5049775682190165,0.4442002233117819
1,0.4,1.5,-0.75,0.8,0,0.75,0.1,1,1,0.5956141606417854,0.4272843808056288,0.3419636717134844,0.4135277607414563,0.5582386422902349
1,0.4,1.5,-0.75,1,0,0.25,0.1,1,1,0.3639389744734718,0.6418759392437856,0.18292096133128088,0.6394618304792903,0.35389842092990875
1,0.4,1.5,-0.75,1,0,0.5,0.1,1,1,0.4877947252030356,0.5476477778780848,0.24833918380472098,0.5419599380364238,0.4711943715810776
1,0.4,1.5,-0.75,1,0,0.75,0.1,1,1,0.5866217479377128,0.4697868550994166,0.30136008198211767,0.4599244771059716,0.5612164363265041
1,0.4,1.5,-1,-1,0,0.25,0.1,1,1,1.8309219895925242,0.618816294967517,0.3004953606526656,0.6131251095341027,1.8499785959720612
1,0.4,1.5,-1,-1,0,0.5,0.1,1,1,2.2394192061697997,0.730055835347201,0.2452486368183731,0.7274132224669951,2.2533866316078703
1,0.4,1.5,-1,-1,0,0.75,0.1,1,1,3.05794943100234,0.8607642558978872,0.18048325565472556,0.8600404529671886,3.065732926130295
1,0.4,1.5,-1,-0.8,0,0.25,0.1,1,1,1.8359335950241873,0.5880095432824798,0.3397924641635209,0.5800220534793532,1.8578291088342662
1,0.4,1.5,-1,-0.8,0,0.5,0.1,1,1,2.2672559285941527,0.70978787239307,0.2855529373566724,0.705876728679426,2.283377215266228
1,0.4,1.5,-1,-0.8,0,0.75,0.1,1,1,3.0970992737211422,0.8525507911857357,0.22249887232994053,0.8513679385631364,3.1067289263010025
1,0.4,1.5,-1,-0.6,0,0.25,0.1,1,1,1.8146200419834668,0.5454760455220571,0.3895370770741949,0.533661561815457,1.839847937225613
1,0.4,1.5,-1,-0.6,0,0.5,0.1,1,1,2.2777011401801612,0.6793897325395258,0.3370106568435186,0.6732498716342571,2.296289011836052
1,0.4,1.5,-1,-0.6,0,0.75,0.1,1,1,3.130162070541172,0.838746207300995,0.27706171111254074,0.8366992485580179,3.1419068574905786
1,0.4,1.5,-1,-0.3999999999999999,0,0.25,0.1,1,1,1.7399450166556847,0.4867990216353448,0.4525465033599164,0.46831655077805534,1.7681671851314609
1,0.4,1.5,-1,-0.3999999999999999,0,0.5,0.1,1,1,2.2490702670005938,0.6323314390500692,0.40388553706794894,0.6219451076610423,2.2698161005973816
1,0.4,1.5,-1,-0.3999999999999999,0,0.75,0.1,1,1,3.1395642862879662,0.8144958478963052,0.35008442828722985,0.8106298810271958,3.1533400863409047
1,0.4,1.5,-1,-0.19999999999999996,0,0.25,0.1,1,1,1.5549909910649162,0.41137312151297184,0.5277094770693082,0.3815711756262175,1.5814406346762557
1,0.4,1.5,-1,-0.19999999999999996,0,0.5,0.1,1,1,2.1357248294570463,0.558384278737728,0.4900161748922545,0.539352166322801,2.1550627052783917
1,0.4,1.5,-1,-0.19999999999999996,0,0.75,0.1,1,1,3.0855223882307974,0.7693843675968011,0.45061350689164814,0.7610992036373343,3.0991098433732986
1,0.4,1.5,-1,0,0,0.25,0.1,1,1,1.135996928903658,0.34659946827305105,0.5867958584138433,0.3045198980334136,1.1359969149866933
1,0.4,1.5,-1,0,0,0.5,0.1,1,1,1.8420157524095373,0.44976589476401124,0.5867958448222972,0.4143303333353628,1.8420157432550046
1,0.4,1.5,-1,0,0,0.75,0.1,1,1,2.878889600559081,0.6809964030058802,0.5867958740202556,0.6604522901461424,2.8788896202986503
1,0.4,1.5,-1,0.20000000000000018,0,0.25,0.1,1,1,0.37771602769320456,0.405555067845124,0.4664895290512281,0.383491192801724,0.31473886233166865
1,0.4,1.5,-1,0.20000000000000018,0,0.5,0.1,1,1,1.2072556091696154,0.34926680037800856,0.6146746300642717,0.3035704204447047,1.1317650303283304
1,0.4,1.5,-1,0.20000000000000018,0,0.75,0.1,1,1,2.33312887649862,0.5168574804083989,0.7270629793513096,0.4666967093385463,2.260174137540161
1,0.4,1.5,-1,0.40000000000000013,0,0.25,0.1,1,1,0.2425508445759295,0.5246556833851672,0.3125176708909009,0.5171399480260793,0.22289088374175609
1,0.4,1.5,-1,0.40000000000000013,0,0.5,0.1,1,1,0.5577361842457782,0.38502577490874035,0.4464798205827962,0.36461509334032804,0.49237477313718653
1,0.4,1.5,-1,0.40000000000000013,0,0.75,0.1,1,1,1.2753661586818634,0.3524385397877319,0.6624845248748228,0.3021908195131335,1.0915670040988057
1,0.4,1.5,-1,0.6000000000000001,0,0.25,0.1,1,1,0.27974172517526613,0.585028047375903,0.25572355439745836,0.5806958975649446,0.26686359941959387
1,0.4,1.5,-1,0.6000000000000001,0,0.5,0.1,1,1,0.4564801850272684,0.4605391452829276,0.34536761390671095,0.4500707804462182,0.4273303858935833
1,0.4,1.5,-1,0.6000000000000001,0,0.75,0.1,1,1,0.6810112576548135,0.37122163005659825,0.44800678462743554,0.35055326403984327,0.6127564474008981
1,0.4,1.5,-1,0.8,0,0.25,0.1,1,1,0.32308145035176894,0.6194810364513371,0.2226071174620714,0.6164981297069179,0.3128086552023884
1,0.4,1.5,-1,0.8,0,0.5,0.1,1,1,0.4632972601164616,0.5119214693663439,0.2972285866413613,0.5049775682190165,0.4442002233117819
1,0.4,1.5,-1,0.8,0,0.75,0.1,1,1,0.592134420155502,0.42591830291567573,0.3646133276649447,0.4135277607414563,0.5582386422902349
1,0.4,1.5,-1,1,0,0.25,0.1,1,1,0.3626919469960728,0.6417073427984145,0.19971176815287084,0.6394618304792903,0.35389842092990875
1,0.4,1.5,-1,1,0,0.5,0.1,1,1,0.4858344598667552,0.5471155731726648,0.26685030544540583,0.5419599380364238,0.4711943715810776
1,0.4,1.5,-1,1,0,0.75,0.1,1,1,0.583943097132593,0.46880608299628707,0.3219114405339057,0.4599244771059716,0.5612164363265041
1,0.6000000000000001,0.5,0,-1,0,0.25,0.1,1,1,1.471641598589641,0.335066093745033,0.522109085099023,0.32960501131888303,1.5194593556070457
1,0.6000000000000001,0.5,0,-1,0,0.5,0.1,1,1,1.9845552329213816,0.38771355378927275,0.3649431897336892,0.38520819848710536,2.0126505494117737
1,0.6000000000000001,0.5,0,-1,0,0.75,0.1,1,1,2.927105901370741,0.4956680029908185,0.21822325051229405,0.49492125967764367,2.937993167133818
1,0.6000000000000001,0.5,0,-0.8,0,0.25,0.1,1,1,1.4585801722457643,0.3306629787103134,0.5753081997767997,0.3239418303926557,1.5083135366439824
1,0.6000000000000001,0.5,0,-0.8,0,0.5,0.1,1,1,1.9934641001851237,0.3836363131978771,0.42954107412240045,0.3801314760395817,2.024094663560391
1,0.6000000000000001,0.5,0,-0.8,0,0.75,0.1,1,1,2.9405624872964933,0.49321528713634305,0.29103422695444664,0.49188005594577877,2.9547085165977474
1,0.6000000000000001,0.5,0,-0.6,0,0.25,0.1,1,1,1.4301886314240122,0.3255459595152557,0.6350521221179245,0.317226463309482,1.479953020811081
1,0.6000000000000001,0.5,0,-0.6,0,0.5,0.1,1,1,1.9941973711280596,0.37812365034643813,0.5055320826466654,0.3732059975058782,2.0260531902313237
1,0.6000000000000001,0.5,0,-0.6,0,0.75,0.1,1,1,2.952307993741373,0.4892551601185306,0.3814761406224437,0.4869406372708443,2.969362050294876
1,0.6000000000000001,0.5,0,-0.3999999999999999,0,0.25,0.1,1,1,1.3768623500808308,0.31983131848617513,0.6996059274146613,0.30955355839609444,1.4223624058067799
1,0.6000000000000001,0.5,0,-0.3999999999999999,0,0.5,0.1,1,1,1.9792791715091949,0.37067764406520515,0.5945222432347059,0.36376163743759793,2.0093355514109135
1,0.6000000000000001,0.5,0,-0.3999999999999999,0,0.75,0.1,1,1,2.9564330761099336,0.4828822692735443,0.4941821958560547,0.4789421710625822,2.974704004824161
