m,corr,a,wtrig,sigmal,gammanull,alpha,r,k,q,n,p,cl,sigma,sigmaw,l_i,u_i,gamma,u_noi,l_noi
0.8,0.2,0.04,0,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.015411179816139074,0.6482578291060396,1.7005980400411806,0.6458230244263505,0.01542893713387673
0.8,0.2,0.04,0,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01311348316799482,0.683154074579608,1.4146814009171902,0.6818527835416224,0.013113174214805625
0.8,0.2,0.04,-0.5,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.015417701255166737,0.6471535003963276,1.3620526847488046,0.6458230244263505,0.01542893713387673
0.8,0.2,0.04,-0.5,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013113397313447584,0.6826399390449382,1.3482373274409571,0.6818527835416224,0.013113174214805625
0.8,0.2,0.04,-1,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.015423771571968658,0.6465540674287319,1.1240346947304207,0.6458230244263505,0.01542893713387673
0.8,0.2,0.04,-1,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013113247616216512,0.6823487798921237,1.1081110781995975,0.6818527835416224,0.013113174214805625
0.8,0.2,0.055,0,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01611612377422075,0.749081918592221,1.9322549751998148,0.7462358323993139,0.01614091107046192
0.8,0.2,0.055,0,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013113400188055622,0.7940665026777742,1.4339346876614392,0.792929127175103,0.013112969975918532
0.8,0.2,0.055,-0.5,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01612497068184405,0.7477688847800221,1.4934232206025075,0.7462358323993139,0.01614091107046192
0.8,0.2,0.055,-0.5,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01311327407079728,0.7935939216697596,1.3251143136081887,0.792929127175103,0.013112969975918532
0.8,0.2,0.055,-1,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.016129884842987892,0.7472921653282666,1.5962477358598846,0.7462358323993139,0.01614091107046192
0.8,0.2,0.055,-1,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01311309892590527,0.7934699235629749,1.4453097764364375,0.792929127175103,0.013112969975918532
0.8,0.2,0.06999999999999999,0,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01674715401910562,0.8160635841643431,1.8910829923811041,0.813320877286102,0.016778736742007822
0.8,0.2,0.06999999999999999,0,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013113319708834925,0.8661387311063635,1.4472814328418202,0.8652239233144423,0.013112765178084376
0.8,0.2,0.06999999999999999,-0.5,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01675876107725082,0.814843743948525,1.4790749769609197,0.813320877286102,0.016778736742007822
0.8,0.2,0.06999999999999999,-0.5,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013113130725765986,0.8657291344621884,1.2559547802060957,0.8652239233144423,0.013112765178084376
0.8,0.2,0.06999999999999999,-1,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.0167662181919552,0.8141719816623367,1.2320493827022203,0.813320877286102,0.016778736742007822
0.8,0.2,0.06999999999999999,-1,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013112894812241984,0.8655730884064745,1.1225377178304208,0.8652239233144423,0.013112765178084376
0.8,0.4,0.01,0,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013629268382135388,0.24725874308070422,1.4623016044428956,0.24622243817997277,0.013640321971718055
0.8,0.4,0.01,0,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013114088432723698,0.24994683687362568,1.6938208720527717,0.2489790045098135,0.013113901852082503
0.8,0.4,0.01,-0.5,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013630081783668238,0.2470268467352985,1.5494756673842978,0.24622243817997277,0.013640321971718055
0.8,0.4,0.01,-0.5,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01311403553060726,0.24954945018742294,1.409946346422216,0.2489790045098135,0.013113901852082503
0.8,0.4,0.01,-1,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013634499400411044,0.2466444115878557,1.3669015981622692,0.24622243817997277,0.013640321971718055
0.8,0.4,0.01,-1,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013113970409059003,0.24924868628626068,1.1421993006302766,0.2489790045098135,0.013113901852082503
0.8,0.4,0.025,0,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.014560248016033292,0.49487628848592113,1.9722759692390746,0.49202652572509536,0.014591751800644492
0.8,0.4,0.025,0,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013114157094381896,0.5126884570583753,1.6632350817309152,0.5111984041864733,0.013113697525113828
0.8,0.4,0.025,-0.5,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.014570714322764937,0.49363292029151135,1.4314236581256878,0.49202652572509536,0.014591751800644492
0.8,0.4,0.025,-0.5,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013114003912914438,0.5121105262168189,1.4393382688037284,0.5111984041864733,0.013113697525113828
0.8,0.4,0.025,-1,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.0145785028805757,0.49295029905771964,1.3529437910957607,0.49202652572509536,0.014591751800644492
0.8,0.4,0.025,-1,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01311386490937236,0.5116178906366134,1.1248716406587167,0.5111984041864733,0.013113697525113828
0.8,0.4,0.04,0,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01535823915626333,0.6502369092334422,1.896108908959286,0.6466931206315222,0.015400862222369357
0.8,0.4,0.04,0,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013114178186106318,0.683263225677465,1.5492728665019384,0.6818616283135361,0.013113493844866759
0.8,0.4,0.04,-0.5,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.015358993110509363,0.6495495585620749,1.939294720944589,0.6466931206315222,0.015400862222369357
0.8,0.4,0.04,-0.5,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013108438768392728,0.6827642882289938,1.4194098581313253,0.6818616283135361,0.013113493844866759
0.8,0.4,0.04,-1,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01537978416398178,0.6480031962434287,1.4007571575351805,0.6466931206315222,0.015400862222369357
0.8,0.4,0.04,-1,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013113759800447856,0.6822833358207019,1.1193111853613833,0.6818616283135361,0.013113493844866759
0.8,0.4,0.055,0,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.016050869969281078,0.7515737990666824,2.1730250164448073,0.7471394393881785,0.01611167387457501
0.8,0.4,0.055,0,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013114147978458005,0.794055356150242,1.413707363203279,0.7929370517998763,0.013113289344545746
0.8,0.4,0.055,-0.5,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.016057462750167843,0.7503667385409462,1.919093845777871,0.7471394393881785,0.01611167387457501
0.8,0.4,0.055,-0.5,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013108247143732193,0.7936959662324508,1.3804068744537,0.7929370517998763,0.013113289344545746
0.8,0.4,0.055,-1,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01607943992003435,0.7488466208871657,1.5737349946530415,0.7471394393881785,0.01611167387457501
0.8,0.4,0.055,-1,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013113654243412461,0.7933044303681079,1.1250662721783693,0.7929370517998763,0.013113289344545746
0.8,0.4,0.06999999999999999,0,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01667644468264468,0.8188398396275308,2.214268558097161,0.8142023083191547,0.01674962443655317
0.8,0.4,0.06999999999999999,0,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013114426319863835,0.8662933632342164,1.7565893121219347,0.8652304954537544,0.013113085925579068
0.8,0.4,0.06999999999999999,-0.5,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.016658075843005663,0.8186998646104197,2.6422781360818237,0.8142023083191547,0.01674962443655317
0.8,0.4,0.06999999999999999,-0.5,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013113827453819298,0.8657504423813884,1.144918352841267,0.8652304954537544,0.013113085925579068
0.8,0.4,0.06999999999999999,-1,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.016708966780166302,0.8160148850467547,1.5310802108373214,0.8142023083191547,0.01674962443655317
0.8,0.4,0.06999999999999999,-1,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013113614041974185,0.8655326900276057,1.1606117708554793,0.8652304954537544,0.013113085925579068
0.8,0.6000000000000001,0.01,0,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01359170365222472,0.24828687587057421,1.910758638019469,0.24662945427006963,0.013615836197236603
0.8,0.6000000000000001,0.01,0,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013116757583747616,0.25016225497261996,1.822903944484925,0.24898413852216664,0.013114214967898783
0.8,0.6000000000000001,0.01,-0.5,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013598058433562776,0.24761775220541815,1.690534657399614,0.24662945427006963,0.013615836197236603
0.8,0.6000000000000001,0.01,-0.5,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013114422618728125,0.24955399193274236,1.4053308840208374,0.24898413852216664,0.013114214967898783
0.8,0.6000000000000001,0.01,-1,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013605199483874413,0.2470804023859532,1.4223494457353112,0.24662945427006963,0.013615836197236603
0.8,0.6000000000000001,0.01,-1,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013114263981610686,0.2492037495146988,1.1443482408171257,0.24898413852216664,0.013114214967898783
0.8,0.6000000000000001,0.025,0,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.014511098937373065,0.4966802231415665,2.047663977534491,0.49274181180710325,0.014566684039807579
0.8,0.6000000000000001,0.025,0,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013114656978655229,0.5126575647743398,1.40527486384322,0.5112067672292997,0.013114011567123482
0.8,0.6000000000000001,0.025,-0.5,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.014523392364565214,0.4952720288881254,1.8302238408775933,0.49274181180710325,0.014566684039807579
0.8,0.6000000000000001,0.025,-0.5,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013114524000085313,0.5120745867361595,1.356136528934082,0.5112067672292997,0.013114011567123482
0.8,0.6000000000000001,0.025,-1,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.014542997385170193,0.4938634747081374,1.3393028704659327,0.49274181180710325,0.014566684039807579
0.8,0.6000000000000001,0.025,-1,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013113556795949426,0.5115520260053622,1.1401384038941031,0.5112067672292997,0.013114011567123482
0.8,0.6000000000000001,0.04,0,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.015304874636899845,0.6523354350856485,1.8369531074231236,0.6475218849767053,0.01537522351724986
0.8,0.6000000000000001,0.04,0,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01311500028699003,0.6835515070752337,1.625761381563521,0.6818703470596802,0.01311380788674035
0.8,0.6000000000000001,0.04,-0.5,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01525614038258611,0.6538507118900241,3.426727605928908,0.6475218849767053,0.01537522351724986
0.8,0.6000000000000001,0.04,-0.5,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013114628651897978,0.6827794295565551,1.4160760651756976,0.6818703470596802,0.01311380788674035
0.8,0.6000000000000001,0.04,-1,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.015323328648834579,0.6498836927228048,1.9027131080917008,0.6475218849767053,0.01537522351724986
0.8,0.6000000000000001,0.04,-1,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013117103296840061,0.6822197862245409,1.1441025707291321,0.6818703470596802,0.01311380788674035
0.8,0.6000000000000001,0.055,0,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.015939333716714844,0.7568139958046075,3.0793570629085005,0.7479810341823697,0.016086305206436023
0.8,0.6000000000000001,0.055,0,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013114963018346306,0.7941910011964305,1.357070703924696,0.7929448631984817,0.013113605324216423
0.8,0.6000000000000001,0.055,-0.5,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01596445512426741,0.7540225761368704,2.7044030300520387,0.7479810341823697,0.016086305206436023
0.8,0.6000000000000001,0.055,-0.5,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01310899109645644,0.7937131019003243,1.3792100864470282,0.7929448631984817,0.013113605324216423
0.8,0.6000000000000001,0.055,-1,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01602309583570137,0.75062855171493,1.7004140620532309,0.7479810341823697,0.016086305206436023
0.8,0.6000000000000001,0.055,-1,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013114223454112985,0.7932441513387337,1.1284335973314903,0.7929448631984817,0.013113605324216423
0.8,0.6000000000000001,0.06999999999999999,0,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.016529502419391846,0.8254268241817364,3.5355962241056957,0.8150018293420416,0.01672600141463624
0.8,0.6000000000000001,0.06999999999999999,0,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01311530830450787,0.8663248920590244,1.4885702719250493,0.8652369734183621,0.013113402202725409
0.8,0.6000000000000001,0.06999999999999999,-0.5,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.016558280870978066,0.8222910987176887,3.0746627299011497,0.8150018293420416,0.01672600141463624
0.8,0.6000000000000001,0.06999999999999999,-0.5,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013114916944550256,0.8658825188153134,1.4690585327193535,0.8652369734183621,0.013113402202725409
0.8,0.6000000000000001,0.06999999999999999,-1,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.016598175512797533,0.8197550054693761,2.8668970887107443,0.8150018293420416,0.01672600141463624
0.8,0.6000000000000001,0.06999999999999999,-1,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013114129021943284,0.8654625457186771,1.0432995681192858,0.8652369734183621,0.013113402202725409
0.8,0.8,0.01,0,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013504900045326871,0.25037693961845053,3.618843799320959,0.24704687438809825,0.013590939185879718
0.8,0.8,0.01,0,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013103582754029099,0.25016036184601986,1.8303503795000002,0.24898944488834535,0.013114538911031561
0.8,0.8,0.01,-0.5,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013575418792377766,0.24827964906713001,1.8244122146874473,0.24704687438809825,0.013590939185879718
0.8,0.8,0.01,-0.5,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01311480921668778,0.2495613902121647,1.3318695236195879,0.24898944488834535,0.013114538911031561
0.8,0.8,0.01,-1,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013571145077259204,0.24754764626965237,1.374488913431556,0.24704687438809825,0.013590939185879718
0.8,0.8,0.01,-1,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013114694614182734,0.24920766022055119,1.1333585475558605,0.24898944488834535,0.013114538911031561
0.8,0.8,0.025,0,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.014450655566928068,0.4989560435985758,2.4991965056464203,0.493459326247943,0.014542451192494322
0.8,0.8,0.025,0,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013133678416452046,0.5131424319415315,1.918882083041421,0.5112154100768923,0.013114335946738716
0.8,0.8,0.025,-0.5,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.014393663255594526,0.49956144787433404,3.7215835244654225,0.493459326247943,0.014542451192494322
0.8,0.8,0.025,-0.5,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013115072427363329,0.5122140203038061,1.4773557226638114,0.5112154100768923,0.013114335946738716
0.8,0.8,0.025,-1,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.014502485615930061,0.49509779878420174,1.5729013714870248,0.493459326247943,0.014542451192494322
0.8,0.8,0.025,-1,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013114721419204878,0.5115647872762561,1.1453022901218957,0.5112154100768923,0.013114335946738716
0.8,0.8,0.04,0,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.015201284822318646,0.6571649218658033,2.9061320945125027,0.6483295865606814,0.015351995702067482
0.8,0.8,0.04,0,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013115692776658812,0.6835191779633891,1.5911202388792822,0.681879356492986,0.013114133627205244
0.8,0.8,0.04,-0.5,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.015197155201050232,0.6558455185537536,3.1018410463438686,0.6483295865606814,0.015351995702067482
0.8,0.8,0.04,-0.5,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013115472361074434,0.6828231907666883,1.3718517836677488,0.681879356492986,0.013114133627205244
0.8,0.8,0.04,-1,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.015272358937343161,0.6515559865440276,1.983684084151724,0.6483295865606814,0.015351995702067482
0.8,0.8,0.04,-1,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01311467602430596,0.6821933856897386,1.0000896063686395,0.681879356492986,0.013114133627205244
0.8,0.8,0.055,0,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01589205550388482,0.758537765380657,2.758323764309865,0.7487743658138284,0.01606504199450795
0.8,0.8,0.055,0,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013115955208086779,0.7943113380069861,1.502890804181807,0.7929529340960988,0.013113930839535135
0.8,0.8,0.055,-0.5,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.015861631010707127,0.7579270705678295,3.1449697742060727,0.7487743658138284,0.01606504199450795
0.8,0.8,0.055,-0.5,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013115520210601318,0.7937962103187383,1.4161433208841574,0.7929529340960988,0.013113930839535135
0.8,0.8,0.055,-1,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.015958105153471857,0.7528256599680285,1.9453351029241484,0.7487743658138284,0.01606504199450795
0.8,0.8,0.055,-1,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013117651465255899,0.7932550970945379,1.1174764344547699,0.7929529340960988,0.013113930839535135
0.8,0.8,0.06999999999999999,0,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.016500118020836427,0.8266267261673912,2.920657346989381,0.815728504778116,0.016708025051060314
0.8,0.8,0.06999999999999999,0,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013116001672974748,0.8662265647024718,1.3200854696870987,0.8652436657877214,0.013113728574388325
0.8,0.8,0.06999999999999999,-0.5,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.016405370284365797,0.8277291329807467,3.883647161561115,0.815728504778116,0.016708025051060314
0.8,0.8,0.06999999999999999,-0.5,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013116689783893909,0.8659281657262977,1.434709370447825,0.8652436657877214,0.013113728574388325
0.8,0.8,0.06999999999999999,-1,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.016477986139997812,0.8232515048883524,3.335984946834065,0.815728504778116,0.016708025051060314
0.8,0.8,0.06999999999999999,-1,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.0131147503437603,0.865482315374071,1.0881498513463226,0.8652436657877214,0.013113728574388325
1,0.2,0.01,0,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013664065680574457,0.2457756842027524,0.3422836439058241,0.2458082311123881,0.013665324536321875
1,0.2,0.01,0,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013113606295721452,0.2489095684532445,0.40002747781101905,0.2489737966669282,0.013113583846243643
1,0.2,0.01,-0.5,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013664124392556577,0.24579444870424919,0.4269993530542791,0.2458082311123881,0.013665324536321875
1,0.2,0.01,-0.5,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01311325515151299,0.24894536773296602,0.3501194038039452,0.2489737966669282,0.013113583846243643
1,0.2,0.01,-1,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013664117438279397,0.2458721450009755,1.003074590656192,0.2458082311123881,0.013665324536321875
1,0.2,0.01,-1,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013113599269310074,0.24901396244688578,0.9314625989192137,0.2489737966669282,0.013113583846243643
1,0.2,0.025,0,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.014614981438994944,0.49127975929867373,0.4145021860129945,0.491289118774441,0.014618118055421368
1,0.2,0.025,0,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013113403483122277,0.5111484920059772,0.15993886057042928,0.5111899205781609,0.013113378873057418
1,0.2,0.025,-0.5,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.0146149509448687,0.49131450539189253,0.5432255286608503,0.491289118774441,0.014618118055421368
1,0.2,0.025,-0.5,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013112542803811654,0.5111404915301916,0.3596280756262535,0.5111899205781609,0.013113378873057418
1,0.2,0.025,-1,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.014615540381046222,0.4914245543324607,0.9181496927369238,0.491289118774441,0.014618118055421368
1,0.2,0.025,-1,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013113418345315424,0.5112443215650404,0.913768431081028,0.5111899205781609,0.013113378873057418
1,0.2,0.04,0,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01542330941862772,0.6458781086513862,0.5393114812394094,0.6458230244263505,0.01542893713387673
1,0.2,0.04,0,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013113099213110381,0.6817974153473548,0.20212207376311442,0.6818527835416224,0.013113174214805625
1,0.2,0.04,-0.5,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.015424240625085532,0.6459097112656328,0.565989334124213,0.6458230244263505,0.01542893713387673
1,0.2,0.04,-0.5,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01311323114981575,0.6817947565590179,0.38686930561636207,0.6818527835416224,0.013113174214805625
1,0.2,0.04,-1,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.015422916472168266,0.6460304503504426,1.005869058121433,0.6458230244263505,0.01542893713387673
1,0.2,0.04,-1,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013113236673055164,0.6818992066728027,0.9119675484735136,0.6818527835416224,0.013113174214805625
1,0.2,0.055,0,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.016134110016996724,0.7463699863219981,0.6412788438697092,0.7462358323993139,0.01614091107046192
1,0.2,0.055,0,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013115847579556899,0.7928703606457703,0.23506563202262076,0.792929127175103,0.013112969975918532
1,0.2,0.055,-0.5,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01613241229068988,0.7464153317753028,0.7907960338231108,0.7462358323993139,0.01614091107046192
1,0.2,0.055,-0.5,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013113042552743629,0.792889735728305,0.2949471100010663,0.792929127175103,0.013112969975918532
1,0.2,0.055,-1,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.016134043734062364,0.746485958705938,0.9855031161349556,0.7462358323993139,0.01614091107046192
1,0.2,0.055,-1,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013113052605585927,0.7929616886483082,0.8844424458958615,0.792929127175103,0.013112969975918532
1,0.2,0.06999999999999999,0,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.016769118991412212,0.8135094876423496,0.6336125405507897,0.813320877286102,0.016778736742007822
1,0.2,0.06999999999999999,0,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013112782399411702,0.8651823182278423,0.20124492991661092,0.8652239233144423,0.013112765178084376
1,0.2,0.06999999999999999,-0.5,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.016764294087972482,0.8136068763367471,1.063916387319061,0.813320877286102,0.016778736742007822
1,0.2,0.06999999999999999,-0.5,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013112869944299752,0.8651810793299439,0.3621247752738,0.8652239233144423,0.013112765178084376
1,0.2,0.06999999999999999,-1,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01676788480209124,0.8136281231369806,1.0640630561971112,0.813320877286102,0.016778736742007822
1,0.2,0.06999999999999999,-1,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.01311283398770748,0.8652443297283783,0.8572003382506871,0.8652239233144423,0.013112765178084376
1,0.4,0.01,0,-0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013637155346189516,0.24620785813791005,0.41897156748889364,0.24622243817997277,0.013640321971718055
1,0.4,0.01,0,0.5,0,0.5,3,1000,0.5,25,1,100,3,1,0.013113927927940056,0.24894187895289493,0.22432170958281272,0.2489790045098135,0.013113901852082503
